name,id,lat,windspeed,temp,humidity,cloudiness
Broome,2656067,52.47,4.7,38.46,100,0
Jeffersontown,4296218,38.19,10.29,46.02,57,90
Licheng,1803790,24.5,3.96,51.95,100,80
Khash,1160571,28.22,15.7,49.07,58,0
Sawtell,2150163,-30.38,10.29,76.77,47,90
Henties Bay,3356832,-22.12,1.99,64.0,84,0
Azul,3436199,-36.78,11.01,56.36,69,0
Panguipulli,3877348,-39.64,1.12,54.09,93,0
Leh,1264976,34.16,0.38,-15.29,66,56
Lanigan,6049515,51.85,13.24,13.61,81,48
Balakhta,1510998,55.38,4.41,24.77,82,44
Tongren,1792592,27.72,4.74,41.19,100,92
Stuttgart,2825297,48.78,2.24,37.89,69,0
Iranshahr,1160939,27.21,8.1,57.21,59,100
Jian,1259047,25.65,10.78,59.73,99,92
Half Moon Bay,5354943,37.46,11.41,52.2,81,75
Oktyabrskiy,515873,55.61,6.71,29.43,74,40
Sobolevo,525426,54.43,10.0,33.09,97,92
Luau,876177,-10.7,0.94,66.44,95,24
Abha,110690,18.22,6.93,61.66,45,0
Sovetskiy,490040,56.76,8.43,16.89,86,80
Bucerias,4016734,20.76,3.36,75.09,88,20
Port Hardy,6111862,50.7,3.36,37.4,59,90
